,Unnamed: 0,p1_tag,p1_trophy,p1_card_0_id,p1_card_0_lv,p1_card_1_id,p1_card_1_lv,p1_card_2_id,p1_card_2_lv,p1_card_3_id,p1_card_3_lv,p1_card_4_id,p1_card_4_lv,p1_card_5_id,p1_card_5_lv,p1_card_6_id,p1_card_6_lv,p1_card_7_id,p1_card_7_lv,p1_crowns,p2_tag,p2_trophy,p2_card_0_id,p2_card_0_lv,p2_card_1_id,p2_card_1_lv,p2_card_2_id,p2_card_2_lv,p2_card_3_id,p2_card_3_lv,p2_card_4_id,p2_card_4_lv,p2_card_5_id,p2_card_5_lv,p2_card_6_id,p2_card_6_lv,p2_card_7_id,p2_card_7_lv,p2_crowns,winner
360,360,#2UVPGCV0Y,6502,26000024,14,26000012,9,26000061,6,28000010,6,26000050,6,26000072,4,28000017,13,28000011,6,1,#9RPJG909P,6499,26000051,6,26000046,6,26000042,6,26000004,9,28000015,9,28000008,14,28000007,9,26000015,9,2,2
361,361,#2UVPGCV0Y,6529,26000024,14,26000012,9,26000061,6,28000010,6,27000000,14,26000072,4,28000017,13,28000011,6,0,#PL28RPRVC,6558,27000003,12,26000031,14,28000009,9,26000010,14,26000027,9,26000032,6,28000018,14,28000011,6,1,2
362,362,#2UVPGCV0Y,6501,26000024,14,26000050,6,26000061,6,26000084,14,28000000,12,26000010,14,28000011,6,26000072,4,1,#Q28GUQ8,6482,26000028,12,26000044,9,26000055,6,27000007,12,26000050,6,28000011,6,26000027,9,26000046,6,0,1
363,363,#2UVPGCV0Y,6471,26000024,14,26000050,6,26000061,6,26000084,14,28000000,12,26000010,14,28000011,6,26000072,4,3,#9QU0VUCUC,6473,26000012,9,26000055,6,26000021,12,28000008,14,26000018,12,28000001,14,26000007,9,26000024,14,2,1
364,364,#2UVPGCV0Y,6500,26000024,14,26000050,6,26000061,6,26000084,14,28000000,12,26000010,14,28000011,6,26000072,4,1,#22GUG09YG,6502,26000029,6,28000001,14,28000006,9,26000057,12,26000069,4,26000080,14,27000009,12,26000032,6,3,2
365,365,#2UVPGCV0Y,6472,26000024,14,26000050,6,26000061,6,26000084,14,28000000,12,26000010,14,28000011,6,26000072,4,1,#9L9R2JYL2,6460,26000028,12,27000007,11,26000046,6,26000007,9,26000043,14,28000008,14,26000050,6,28000016,12,0,1
366,366,#2UVPGCV0Y,6440,26000024,14,26000050,6,26000061,6,26000084,14,28000000,12,26000010,14,28000011,6,26000072,4,3,#Y20RV8,6474,28000011,6,26000010,14,28000000,12,26000034,9,26000001,14,27000006,14,26000084,14,27000008,9,0,1
367,367,#2UVPGCV0Y,6409,26000003,12,26000027,9,28000001,13,28000017,13,26000012,9,26000007,9,28000010,6,26000005,14,2,#990UCU22L,6432,27000008,9,26000054,9,27000006,14,28000000,12,26000010,14,26000072,4,26000031,14,28000011,6,1,1
368,368,#2UVPGCV0Y,6382,26000021,12,26000072,4,28000011,6,26000010,14,27000000,14,28000018,14,28000006,9,28000014,12,1,#PG8G982U,6351,26000000,14,27000008,9,26000001,14,28000011,6,26000010,14,26000030,14,27000006,14,28000000,12,0,1
369,369,#2UVPGCV0Y,6407,26000021,12,26000072,4,28000011,6,26000010,14,27000000,14,28000018,14,28000006,9,28000014,12,0,#8GJQ2Y8YJ,6455,26000054,9,26000010,14,26000046,6,26000044,9,28000000,12,27000013,9,26000031,14,28000011,6,1,2
370,370,#2UVPGCV0Y,6438,26000021,12,26000072,4,28000011,6,26000010,14,27000000,14,28000018,14,28000006,9,28000014,12,0,#UPLUC2LY,6422,26000009,9,26000069,4,26000015,9,26000048,6,27000009,12,28000007,9,28000012,8,28000015,9,1,2
371,371,#2UVPGCV0Y,6466,26000021,12,26000072,4,28000011,6,26000010,14,27000000,14,28000018,14,28000006,9,28000014,12,0,#2V8VQLY8C,6480,26000012,9,26000027,9,28000000,12,26000007,9,28000010,6,28000001,14,26000037,6,26000003,12,3,2
372,372,#LLC2Y0L0,6332,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#20JVP28UR,6312,26000074,4,26000028,12,26000038,12,26000050,6,27000007,12,26000043,14,28000015,9,28000016,12,0,1
373,373,#LLC2Y0L0,6302,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#YP09G09VY,6311,28000015,9,26000028,12,27000007,12,28000016,12,26000046,6,26000050,6,26000038,12,26000043,14,0,1
374,374,#LLC2Y0L0,6273,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#QG9P9U,6263,26000021,12,28000014,12,27000000,14,26000031,14,28000011,6,26000072,4,26000010,14,28000018,14,0,1
375,375,#LLC2Y0L0,6305,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,0,#228LVQYPJ,6277,26000009,9,28000007,9,26000023,6,26000027,9,26000054,9,26000015,9,26000039,12,28000012,9,1,2
376,376,#LLC2Y0L0,6337,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,0,#L0Q8J9Y0C,6304,27000006,14,26000010,14,26000011,12,28000011,6,28000018,12,26000021,12,28000014,12,26000064,14,1,2
377,377,#LLC2Y0L0,6307,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#2GUV0G98,6314,28000011,6,26000030,14,28000000,12,26000021,12,26000038,12,26000014,12,27000000,14,26000010,14,0,1
378,378,#LLC2Y0L0,6333,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,0,#8GJUU288,6370,26000009,9,26000048,6,26000015,9,26000074,4,27000009,12,28000007,9,28000012,9,28000015,9,1,2
379,379,#LLC2Y0L0,6364,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,0,#P8UJ0YJ,6349,27000008,9,28000011,6,28000000,12,27000006,14,26000000,14,26000084,14,26000001,14,26000010,14,1,2
380,380,#LLC2Y0L0,6334,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#LPCRYPP9,6339,26000038,12,26000032,6,26000025,9,26000022,14,26000028,12,26000036,12,28000008,14,27000007,12,0,1
381,381,#LLC2Y0L0,6362,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,0,#LJC2V2QCU,6379,26000058,9,26000011,12,27000003,12,27000013,9,26000013,14,26000025,9,28000000,12,26000031,14,1,2
382,382,#LLC2Y0L0,6335,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#YYV8RY,6310,26000021,12,26000072,4,27000000,14,26000010,14,28000018,14,26000030,14,28000007,9,28000011,6,0,1
383,383,#LLC2Y0L0,6309,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,3,#8VUQY2R0,6269,26000009,9,26000063,9,26000035,6,26000015,9,26000039,12,28000012,9,28000015,9,26000054,9,0,1
384,384,#LLC2Y0L0,6281,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#PUV9C9Q8,6269,26000043,14,26000063,9,26000068,12,28000008,14,26000067,12,26000037,6,28000001,14,28000002,9,0,1
385,385,#LLC2Y0L0,6251,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,2,#PUJJPUCC,6258,28000015,9,26000080,14,26000044,9,28000007,9,26000042,6,26000061,6,26000011,12,26000024,14,1,1
386,386,#LLC2Y0L0,6285,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,0,#8VP0P2UG0,6227,26000049,14,26000032,6,27000002,14,26000014,12,28000009,9,26000012,9,26000069,4,28000011,5,3,2
387,387,#LLC2Y0L0,6317,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,0,#2J9L202LC,6290,26000055,6,26000006,9,26000025,9,26000038,12,26000032,6,26000049,14,26000037,6,28000008,14,3,2
388,388,#LLC2Y0L0,6343,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,0,#CYQ20VV,6388,26000069,4,28000010,6,28000009,9,28000015,9,28000012,9,26000015,9,26000023,6,27000009,12,1,2
389,389,#LLC2Y0L0,6315,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#89099R8J,6297,27000007,12,26000004,9,26000017,12,26000003,12,26000027,9,26000018,12,26000007,9,28000002,9,0,1
390,390,#LLC2Y0L0,6288,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#CJYPVYPV,6261,26000011,12,26000026,6,26000022,14,28000000,12,26000041,14,27000002,14,28000006,9,26000032,6,0,1
391,391,#LLC2Y0L0,6259,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#9V9Q9G8,6252,26000054,9,28000015,9,26000042,6,26000083,6,26000074,4,28000016,12,28000000,12,26000043,14,0,1
392,392,#LLC2Y0L0,6231,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#P0Q9VQ8Y,6217,26000018,12,26000003,12,26000042,5,28000000,12,28000016,12,28000008,14,28000012,8,26000033,6,0,1
393,393,#LLC2Y0L0,6201,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#YPQCJYVU,6208,28000016,12,28000006,9,26000074,4,27000007,12,26000028,12,26000046,6,28000008,14,26000043,14,0,1
394,394,#LLC2Y0L0,6228,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,0,#PUJV220GR,6252,26000004,9,26000046,6,26000062,6,26000036,12,28000000,12,28000008,14,26000042,6,26000050,6,1,2
395,395,#LLC2Y0L0,6200,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,1,#8G0R9Y0RG,6181,26000004,9,26000036,12,26000042,6,28000000,12,26000046,6,28000008,14,26000062,6,26000027,9,0,1
396,396,#LLC2Y0L0,6170,28000010,6,26000023,6,26000011,12,26000015,9,28000009,9,27000009,12,28000015,9,28000012,9,2,#9QGQQLUG,6172,26000009,9,26000080,14,26000074,4,28000006,9,27000007,12,26000063,9,26000035,6,28000012,9,1,1
397,397,#JRL9RJL0,6386,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,0,#2JY80YC,6393,26000039,12,28000001,14,26000080,14,26000011,12,28000000,12,26000061,6,26000012,9,26000029,6,1,2
398,398,#JRL9RJL0,6414,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,0,#GLPY8QR,6435,26000000,14,26000041,14,28000004,9,26000030,14,27000003,12,28000003,12,26000026,6,28000011,6,1,2
399,399,#JRL9RJL0,6384,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,2,#L0GJQYUY,6391,26000021,12,26000018,12,26000023,6,26000042,6,26000020,9,26000011,12,28000011,6,28000014,12,1,1
400,400,#JRL9RJL0,6416,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,2,#8UL2PUUY,6384,26000028,12,26000038,12,26000043,14,28000016,12,26000074,4,26000050,6,28000011,6,27000007,12,3,2
401,401,#JRL9RJL0,6389,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,1,#90Y9JUUV2,6364,28000007,9,26000061,6,26000069,4,26000024,14,28000011,6,26000044,9,26000084,14,27000009,12,0,1
402,402,#JRL9RJL0,6360,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,2,#8800UPRRR,6359,26000033,6,26000039,12,26000060,9,28000001,14,26000027,9,26000042,6,28000008,14,26000016,9,1,1
403,403,#JRL9RJL0,6333,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,3,#9080GV8V,6304,26000074,4,26000028,12,28000006,9,26000050,6,27000007,11,26000043,14,28000015,8,28000016,10,0,1
404,404,#JRL9RJL0,6307,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,3,#PU9VLV2JV,6272,26000069,4,28000010,6,26000007,9,26000049,14,27000000,14,26000034,9,26000012,9,28000001,14,2,1
405,405,#JRL9RJL0,6277,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,1,#PVRUUVCJ,6283,26000027,9,28000001,13,26000039,12,28000002,6,26000033,6,26000005,14,26000003,12,26000018,12,0,1
406,406,#JRL9RJL0,6249,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,2,#92RVY808V,6237,26000055,6,26000012,9,28000001,14,27000003,12,26000042,6,26000050,6,26000032,6,28000003,12,1,1
407,407,#JRL9RJL0,6221,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,1,#J2VQRRJV,6198,28000010,6,28000012,9,26000015,9,26000023,6,27000009,12,26000011,12,28000009,9,28000015,9,0,1
408,408,#JRL9RJL0,6253,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,0,#RP99JQ8G,6222,28000011,6,26000026,6,26000011,12,28000003,12,27000003,12,26000025,9,26000084,14,28000004,9,1,2
409,409,#JRL9RJL0,6225,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,2,#2CY8LV9RY,6210,28000011,6,26000021,12,27000002,14,28000000,12,26000025,9,26000064,14,26000037,6,26000011,12,1,1
410,410,#JRL9RJL0,6199,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,2,#8Q2PLLCVV,6159,26000010,14,28000018,14,26000031,14,26000072,4,28000011,6,26000059,12,28000014,12,27000000,14,0,1
411,411,#JRL9RJL0,6168,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,1,#2PV9C8RJ,6189,26000009,9,26000074,4,26000035,6,28000015,9,26000063,9,26000080,14,27000007,12,28000012,9,0,1
412,412,#JRL9RJL0,6141,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,2,#2CJ22CG89,6111,26000069,4,26000056,14,26000012,7,26000007,9,27000002,14,26000040,12,26000054,9,28000001,13,1,1
413,413,#JRL9RJL0,6173,26000029,6,26000006,9,26000039,12,26000080,14,28000008,14,28000000,12,27000009,12,26000025,9,0,#82LVUYYGU,6148,26000052,12,28000014,12,26000020,9,26000024,14,26000044,9,28000011,6,26000084,14,26000061,6,1,2
414,414,#2VVUU08CV,6291,26000009,9,26000063,9,26000015,9,26000039,12,26000035,6,26000043,14,28000012,9,28000015,9,3,#PUR9VCGYR,6330,26000003,12,28000010,6,28000017,14,26000012,9,26000027,9,26000005,14,26000007,9,28000001,14,1,1
415,415,#2VVUU08CV,6263,26000009,9,26000063,9,26000015,9,26000039,12,26000035,6,26000043,14,28000012,9,28000015,9,2,#98CUPGJ9U,6245,28000004,9,28000011,6,27000006,14,26000010,14,26000031,14,26000040,12,28000000,12,26000000,14,1,1
416,416,#2VVUU08CV,6231,26000009,9,26000063,9,26000015,9,26000039,12,26000035,6,26000043,14,28000012,9,28000015,9,3,#RQ90RV,6260,26000035,6,26000006,9,26000034,9,26000015,9,28000005,9,26000037,6,28000015,9,28000012,9,1,1
417,417,#2VVUU08CV,6264,26000009,9,26000063,9,26000015,9,26000039,12,26000035,6,26000043,14,28000012,9,28000015,9,0,#P8G2J9GL8,6222,28000003,12,28000004,9,26000026,6,28000011,6,26000025,9,26000084,14,27000006,14,26000074,4,1,2
418,418,#2VVUU08CV,6234,26000009,9,26000063,9,26000015,9,26000039,12,26000035,6,26000043,14,28000012,9,28000015,9,1,#89RQU990,6234,26000032,6,26000037,6,26000055,6,26000064,14,26000056,14,26000041,14,28000017,14,26000049,14,0,1
419,419,#2VVUU08CV,6204,26000009,9,26000063,9,26000015,9,26000039,12,26000035,6,26000043,14,28000012,9,28000015,9,2,#9Y00G9Y2Q,6208,26000032,6,26000031,14,27000002,14,26000072,4,26000025,9,28000011,6,28000000,12,26000011,12,1,1
420,420,#2VVUU08CV,6237,26000009,9,26000063,9,26000015,9,26000039,12,26000035,6,26000043,14,28000012,9,28000015,9,1,#290RV8L9,6202,26000003,12,26000042,6,26000032,6,28000000,12,28000011,6,26000039,12,28000008,14,26000018,12,2,2
421,421,#2VVUU08CV,6210,26000009,9,26000063,9,26000015,9,26000039,12,26000035,6,26000043,14,28000012,9,28000015,9,2,#9P9YLGJ8J,6179,26000016,9,28000002,9,26000018,12,26000003,12,26000015,9,26000007,9,27000001,12,26000022,14,1,1
422,422,#8CUUVPUR,6349,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#2CUY9VQPU,6348,26000061,6,26000042,6,26000044,9,28000011,5,28000014,12,26000024,14,28000006,9,26000020,9,1,2
423,423,#8CUUVPUR,6376,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#GG2VCP0,6405,26000029,6,26000057,12,28000001,14,26000063,9,26000039,12,27000012,12,26000032,6,26000008,14,3,2
424,424,#8CUUVPUR,6406,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#8GG2YRJ8,6397,26000040,12,27000002,14,26000041,14,28000011,6,28000000,12,26000049,14,26000032,6,26000053,14,1,2
425,425,#8CUUVPUR,6378,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#GV0Y9GPG,6355,26000067,12,26000063,9,26000068,12,28000008,14,26000043,14,28000000,12,28000002,8,26000037,6,0,1
426,426,#8CUUVPUR,6352,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#8L0GU00YR,6313,26000003,12,26000012,9,26000007,9,26000069,4,26000037,6,28000001,14,28000010,6,28000000,12,0,1
427,427,#8CUUVPUR,6323,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#P2RCJCYY0,6314,28000010,5,26000003,11,26000072,2,28000001,14,28000000,12,26000037,4,26000012,9,26000027,8,0,1
428,428,#8CUUVPUR,6297,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#JLJ90VUV,6261,28000002,9,26000011,12,26000022,14,26000005,14,26000046,6,26000003,12,26000007,9,28000000,12,0,1
429,429,#8CUUVPUR,6327,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#80PYGCVGP,6317,26000033,6,26000027,9,26000042,6,26000084,14,28000008,14,28000002,9,26000060,9,26000018,12,3,2
430,430,#8CUUVPUR,6300,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,2,#8RJYQPUPQ,6271,26000025,9,26000006,9,28000008,14,27000009,12,26000029,6,26000037,6,28000000,12,26000080,14,0,1
431,431,#8CUUVPUR,6270,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#P9UGLUGJ2,6280,28000015,9,26000046,6,26000038,12,28000016,12,27000007,12,26000028,12,28000006,9,26000050,6,0,1
432,432,#8CUUVPUR,6240,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#9L82P92CQ,6251,26000055,6,26000037,6,26000032,6,26000056,14,26000041,14,26000019,14,26000049,14,28000008,14,0,1
433,433,#8CUUVPUR,6268,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#9VVYR0RG0,6289,27000008,9,28000000,12,26000030,14,26000047,14,27000006,14,26000010,14,26000001,14,28000011,6,1,2
434,434,#8CUUVPUR,6299,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#2P28J0Q9,6276,26000029,6,26000035,6,28000001,13,26000057,12,26000069,4,28000000,12,26000012,9,26000049,14,1,2
435,435,#8CUUVPUR,6330,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#R8LYQGLU,6308,26000072,4,28000011,6,26000084,14,26000061,6,26000050,6,28000007,9,26000027,9,26000024,14,1,2
436,436,#8CUUVPUR,6362,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#28GCL2908,6336,27000008,9,26000001,14,26000000,14,26000030,14,26000010,14,27000006,14,28000000,12,28000011,6,1,2
437,437,#8CUUVPUR,6330,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#2V92CCU8P,6355,26000020,9,26000024,14,28000004,9,26000026,6,26000052,12,26000012,9,26000049,14,28000006,9,0,1
438,438,#8CUUVPUR,6301,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#2GPP8L8CL,6294,26000056,14,28000012,9,26000049,14,26000042,6,26000012,9,26000020,9,28000013,9,26000045,9,0,1
439,439,#8CUUVPUR,6333,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#PU9L0Y9C,6309,26000055,6,26000037,6,26000032,6,26000056,14,26000041,14,26000019,14,26000049,14,28000008,14,2,2
440,440,#8CUUVPUR,6304,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#8LR0JRPCJ,6300,27000002,14,26000012,9,26000049,14,26000054,9,26000069,3,26000056,14,26000019,13,28000000,12,0,1
441,441,#8CUUVPUR,6331,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#2PRPRCCQ0,6365,27000007,12,26000000,14,28000011,6,27000008,9,27000006,14,26000010,14,26000014,12,26000030,14,1,2
442,442,#8CUUVPUR,6364,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#20U882VU,6323,26000069,4,26000056,14,26000012,9,26000054,9,26000040,12,28000004,9,28000006,9,26000053,14,1,2
443,443,#8CUUVPUR,6332,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#YLU2LGP,6356,26000004,9,26000007,9,26000012,9,28000007,9,26000069,4,26000046,6,26000026,6,28000011,6,0,1
444,444,#8CUUVPUR,6363,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#2JQ0JC22Q,6347,26000000,14,26000010,14,27000006,14,28000003,12,28000012,9,26000023,6,27000008,9,28000011,6,1,2
445,445,#8CUUVPUR,6394,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,0,#88P9RYCR,6380,27000013,9,28000006,9,26000025,9,26000011,12,28000012,9,26000045,9,26000028,12,27000007,12,1,2
446,446,#8CUUVPUR,6368,26000030,14,26000010,14,26000021,12,26000014,12,28000000,12,27000000,14,28000011,6,26000038,12,1,#8GCP8QUC0,6328,26000012,9,28000013,9,26000057,12,26000015,9,28000006,9,28000000,12,26000008,14,26000029,6,0,1
447,447,#99GV09UR,6351,28000014,12,26000021,12,26000064,14,27000006,14,26000011,12,28000011,6,26000010,14,26000030,14,0,#YP8R9Q8,6316,26000022,14,26000026,6,28000004,9,28000000,12,28000006,9,26000046,6,26000043,14,28000008,14,1,2
448,448,#99GV09UR,6377,28000014,12,26000021,12,26000064,14,27000006,14,26000011,12,28000011,6,26000010,14,26000030,14,1,#8UQLCGRVY,6412,26000009,9,26000027,9,26000074,4,28000015,9,26000015,9,26000023,6,28000012,9,28000007,9,2,2
449,449,#99GV09UR,6409,28000014,12,26000021,12,26000064,14,27000006,14,26000011,12,28000011,6,26000010,14,26000030,14,1,#PCPVUPLP,6379,26000021,12,26000072,4,26000084,14,28000008,14,26000043,14,28000015,9,26000007,9,28000006,9,2,2
450,450,#99GV09UR,6381,28000014,12,26000021,12,26000064,14,27000006,14,26000011,12,28000011,6,26000010,14,26000030,14,1,#8LUQGYJ9V,6360,26000020,9,26000024,14,26000072,4,28000007,9,26000084,14,26000052,12,26000061,6,28000011,6,0,1
451,451,#99GV09UR,6412,28000014,12,26000021,12,26000064,14,27000006,14,26000011,12,28000011,6,26000010,14,26000030,14,0,#LPP2GUP28,6398,26000023,6,26000011,12,27000006,14,28000003,12,28000012,9,26000010,14,27000008,9,28000011,6,1,2
452,452,#99GV09UR,6385,28000014,12,26000021,12,26000064,14,27000006,14,26000011,12,28000011,6,26000010,14,26000030,14,1,#2L8YQG8RP,6361,28000008,14,26000011,12,26000048,6,26000057,12,28000007,9,26000037,6,26000029,6,26000032,6,0,1
453,453,#99GV09UR,6353,28000014,12,26000021,12,26000064,14,27000006,14,26000011,12,28000011,6,26000010,14,26000030,14,1,#9GYLCVC8C,6387,26000024,14,26000052,12,28000011,6,26000012,9,26000069,4,26000044,9,26000061,6,28000007,9,0,1
